State,County,Cluster,Name of organization,Acronym,Type,Reporting Month
Lakes,Awerial,FSL,Plan International,Plan,INGO,May-25
Lakes,Awerial,FSL,World Food Programme,WFP,UN,May-25
Lakes,Awerial,Health,Medici con l'Africa CUAMM,CUAMM,INGO,May-25
Lakes,Awerial,Nutrition,Help-Hilfe zur Selbsthilfe,HELP,INGO,May-25
Lakes,Awerial,Protection,Humanitarian and Development Consortium,HDC,NNGO,May-25
Lakes,Awerial,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,May-25
Lakes,Awerial,Protection,United Nations Children's Fund,UNICEF,UN,May-25
Lakes,Awerial,Protection,Women Aid Vision,WAV,NNGO,May-25
Lakes,Awerial,WASH,Help-Hilfe zur Selbsthilfe,HELP,INGO,May-25
Lakes,Cueibet,Education,Peace and Development Partners,PDP,NNGO,May-25
Lakes,Cueibet,FSL,Humanitarian Actors for Grassroot Initiative,HAGI,NNGO,May-25
Lakes,Cueibet,FSL,Peace and Development Partners,PDP,NNGO,May-25
Lakes,Cueibet,FSL,Plan International,Plan,INGO,May-25
Lakes,Cueibet,FSL,World Food Programme,WFP,UN,May-25
Lakes,Cueibet,Health,Medici con l'Africa CUAMM,CUAMM,INGO,May-25
Lakes,Cueibet,Health,Peace and Development Partners,PDP,NNGO,May-25
Lakes,Cueibet,Nutrition,Plan International,Plan,INGO,May-25
Lakes,Cueibet,Protection,United Nations Children's Fund,UNICEF,UN,May-25
Lakes,Cueibet,Protection,Women Aid Vision,WAV,NNGO,May-25
Lakes,Cueibet,WASH,Plan International,Plan,INGO,May-25
Lakes,Rumbek Centre,Education,Africa Educational Trust,AET,INGO,May-25
Lakes,Rumbek Centre,FSL,Association of Christian Resource Organizations Serving Sudan,ACROSS,NNGO,May-25
Lakes,Rumbek Centre,FSL,Humanitarian Actors for Grassroot Initiative,HAGI,NNGO,May-25
Lakes,Rumbek Centre,FSL,Plan International,Plan,INGO,May-25
Lakes,Rumbek Centre,FSL,World Food Programme,WFP,UN,May-25
Lakes,Rumbek Centre,Health,Medici con l'Africa CUAMM,CUAMM,INGO,May-25
Lakes,Rumbek Centre,Logistics,World Food Programme,WFP,UN,May-25
Lakes,Rumbek Centre,Nutrition,Plan International,Plan,INGO,May-25
Lakes,Rumbek Centre,Protection,Group 4 Securicor,G4S,INGO,May-25
Lakes,Rumbek Centre,Protection,SafeLane Global,SLG,INGO,May-25
Lakes,Rumbek Centre,Protection,United Nations Children's Fund,UNICEF,UN,May-25
Lakes,Rumbek Centre,Protection,United Nations Mine Action Service,UNMAS,UN,May-25
Lakes,Rumbek Centre,Protection,Women Aid Vision,WAV,NNGO,May-25
Lakes,Rumbek East,FSL,Humanitarian Actors for Grassroot Initiative,HAGI,NNGO,May-25
Lakes,Rumbek East,FSL,Plan International,Plan,INGO,May-25
Lakes,Rumbek East,FSL,World Food Programme,WFP,UN,May-25
Lakes,Rumbek East,Health,Compassionate Institute for Street Children,CIS,NNGO,May-25
Lakes,Rumbek East,Health,Medici con l'Africa CUAMM,CUAMM,INGO,May-25
Lakes,Rumbek East,WASH,Peace and Development Partners,PDP,NNGO,May-25
Lakes,Rumbek North,FSL,Plan International,Plan,INGO,May-25
Lakes,Rumbek North,FSL,World Food Programme,WFP,UN,May-25
Lakes,Rumbek North,Health,Medici con l'Africa CUAMM,CUAMM,INGO,May-25
Lakes,Rumbek North,Nutrition,International Rescue Committee,IRC,INGO,May-25
Lakes,Rumbek North,Protection,Group 4 Securicor,G4S,INGO,May-25
Lakes,Rumbek North,Protection,United Nations Mine Action Service,UNMAS,UN,May-25
Lakes,Wulu,Health,Medici con l'Africa CUAMM,CUAMM,INGO,May-25
Lakes,Wulu,Nutrition,Plan International,Plan,INGO,May-25
Lakes,Yirol East,Education,Plan International,Plan,INGO,May-25
Lakes,Yirol East,FSL,Help-Hilfe zur Selbsthilfe,HELP,INGO,May-25
Lakes,Yirol East,Health,Medici con l'Africa CUAMM,CUAMM,INGO,May-25
Lakes,Yirol East,Nutrition,Help-Hilfe zur Selbsthilfe,HELP,INGO,May-25
Lakes,Yirol East,WASH,Help-Hilfe zur Selbsthilfe,HELP,INGO,May-25
Lakes,Yirol East,WASH,Plan International,Plan,INGO,May-25
Lakes,Yirol West,Education,Africa Educational Trust,AET,INGO,May-25
Lakes,Yirol West,FSL,Help-Hilfe zur Selbsthilfe,HELP,INGO,May-25
Lakes,Yirol West,FSL,Plan International,Plan,INGO,May-25
Lakes,Yirol West,FSL,World Food Programme,WFP,UN,May-25
Lakes,Yirol West,Health,Medici con l'Africa CUAMM,CUAMM,INGO,May-25
Lakes,Yirol West,WASH,Global Health and Humanitarian Action South Sudan,GHHA,NNGO,May-25
Lakes,Yirol West,WASH,Help-Hilfe zur Selbsthilfe,HELP,INGO,May-25
Northern Bahr el Ghazal,Aweil Centre,FSL,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Northern Bahr el Ghazal,Aweil Centre,Health,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Northern Bahr el Ghazal,Aweil Centre,Logistics,World Food Programme,WFP,UN,May-25
Northern Bahr el Ghazal,Aweil Centre,Nutrition,Action Against Hunger,ACF,INGO,May-25
Northern Bahr el Ghazal,Aweil Centre,Protection,For Afrika To Thrive,ForAfrika,INGO,May-25
Northern Bahr el Ghazal,Aweil Centre,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,May-25
Northern Bahr el Ghazal,Aweil Centre,Protection,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Northern Bahr el Ghazal,Aweil Centre,WASH,African Relief and Development Foundation,ARDF,NNGO,May-25
Northern Bahr el Ghazal,Aweil Centre,WASH,Norwegian Refugee Council,NRC,INGO,May-25
Northern Bahr el Ghazal,Aweil Centre,WASH,World Vision International,WVI,INGO,May-25
Northern Bahr el Ghazal,Aweil Centre,WASH,World Vision South Sudan,WVSS,INGO,May-25
Northern Bahr el Ghazal,Aweil East,Education,For Afrika To Thrive,ForAfrika,INGO,May-25
Northern Bahr el Ghazal,Aweil East,Education,International Rescue Committee,IRC,INGO,May-25
Northern Bahr el Ghazal,Aweil East,Education,Peace and Development Partners,PDP,NNGO,May-25
Northern Bahr el Ghazal,Aweil East,FSL,Action Against Hunger,ACF,INGO,May-25
Northern Bahr el Ghazal,Aweil East,FSL,African Relief and Development Foundation,ARDF,NNGO,May-25
Northern Bahr el Ghazal,Aweil East,FSL,Community Initiative for Partnership and Development,CIPAD,NNGO,May-25
Northern Bahr el Ghazal,Aweil East,FSL,Compassionate Institute for Street Children,CIS,NNGO,May-25
Northern Bahr el Ghazal,Aweil East,FSL,LM International South Sudan,LMI-SS,INGO,May-25
Northern Bahr el Ghazal,Aweil East,FSL,Vétérinaires Sans Frontières - Switzerland,VSF-S,INGO,May-25
Northern Bahr el Ghazal,Aweil East,FSL,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Northern Bahr el Ghazal,Aweil East,FSL,World Food Programme,WFP,UN,May-25
Northern Bahr el Ghazal,Aweil East,Health,For Afrika To Thrive,ForAfrika,INGO,May-25
Northern Bahr el Ghazal,Aweil East,Health,HealthCare Foundation Organization,HFO-SS,NNGO,May-25
Northern Bahr el Ghazal,Aweil East,Health,International Rescue Committee,IRC,INGO,May-25
Northern Bahr el Ghazal,Aweil East,Health,Peace and Development Partners,PDP,NNGO,May-25
Northern Bahr el Ghazal,Aweil East,Health,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Northern Bahr el Ghazal,Aweil East,Nutrition,Action Against Hunger,ACF,INGO,May-25
Northern Bahr el Ghazal,Aweil East,Nutrition,HealthCare Foundation Organization,HFO-SS,NNGO,May-25
Northern Bahr el Ghazal,Aweil East,Protection,Agency for Child Relief Aid,ACRA,NNGO,May-25
Northern Bahr el Ghazal,Aweil East,Protection,For Afrika To Thrive,ForAfrika,INGO,May-25
Northern Bahr el Ghazal,Aweil East,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,May-25
Northern Bahr el Ghazal,Aweil East,Protection,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Northern Bahr el Ghazal,Aweil East,Protection,World Vision International,WVI,INGO,May-25
Northern Bahr el Ghazal,Aweil East,SNFI,Peace and Development Partners,PDP,NNGO,May-25
Northern Bahr el Ghazal,Aweil East,WASH,Action Against Hunger,ACF,INGO,May-25
Northern Bahr el Ghazal,Aweil East,WASH,Centre for Emergency and Development Support,CEDS,NNGO,May-25
Northern Bahr el Ghazal,Aweil East,WASH,For Afrika To Thrive,ForAfrika,INGO,May-25
Northern Bahr el Ghazal,Aweil East,WASH,LM International South Sudan,LMI-SS,INGO,May-25
Northern Bahr el Ghazal,Aweil East,WASH,Peace and Development Partners,PDP,NNGO,May-25
Northern Bahr el Ghazal,Aweil East,WASH,United Nations Children's Fund,UNICEF,UN,May-25
Northern Bahr el Ghazal,Aweil East,WASH,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Northern Bahr el Ghazal,Aweil East,WASH,Water for South Sudan,WSS,NNGO,May-25
Northern Bahr el Ghazal,Aweil East,WASH,World Vision International,WVI,INGO,May-25
Northern Bahr el Ghazal,Aweil East,WASH,ZOA Dorcas South Sudan,ZOA,INGO,May-25
Northern Bahr el Ghazal,Aweil North,Education,Norwegian Refugee Council,NRC,INGO,May-25
Northern Bahr el Ghazal,Aweil North,Education,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Northern Bahr el Ghazal,Aweil North,FSL,Concern Worldwide,Concern worldwide,INGO,May-25
Northern Bahr el Ghazal,Aweil North,FSL,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Northern Bahr el Ghazal,Aweil North,FSL,World Food Programme,WFP,UN,May-25
Northern Bahr el Ghazal,Aweil North,FSL,Welthungerhilfe,WHH,INGO,May-25
Northern Bahr el Ghazal,Aweil North,Health,Concern Worldwide,Concern worldwide,INGO,May-25
Northern Bahr el Ghazal,Aweil North,Health,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Northern Bahr el Ghazal,Aweil North,Nutrition,Concern Worldwide,Concern worldwide,INGO,May-25
Northern Bahr el Ghazal,Aweil North,Protection,International Rescue Committee,IRC,INGO,May-25
Northern Bahr el Ghazal,Aweil North,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,May-25
Northern Bahr el Ghazal,Aweil North,Protection,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Northern Bahr el Ghazal,Aweil North,Protection,World Vision International,WVI,INGO,May-25
Northern Bahr el Ghazal,Aweil North,WASH,Concern Worldwide,Concern worldwide,INGO,May-25
Northern Bahr el Ghazal,Aweil North,WASH,Norwegian Refugee Council,NRC,INGO,May-25
Northern Bahr el Ghazal,Aweil North,WASH,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Northern Bahr el Ghazal,Aweil South,Education,African Relief and Development Foundation,ARDF,NNGO,May-25
Northern Bahr el Ghazal,Aweil South,Education,Aid Support Community Organization,ASCO,NNGO,May-25
Northern Bahr el Ghazal,Aweil South,Education,Compassionate Institute for Street Children,CIS,NNGO,May-25
Northern Bahr el Ghazal,Aweil South,Education,Norwegian Refugee Council,NRC,INGO,May-25
Northern Bahr el Ghazal,Aweil South,FSL,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Northern Bahr el Ghazal,Aweil South,FSL,World Food Programme,WFP,UN,May-25
Northern Bahr el Ghazal,Aweil South,FSL,Welthungerhilfe,WHH,INGO,May-25
Northern Bahr el Ghazal,Aweil South,Health,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Northern Bahr el Ghazal,Aweil South,Protection,Community in Need Aid,CINA,NNGO,May-25
Northern Bahr el Ghazal,Aweil South,Protection,Norwegian Refugee Council,NRC,INGO,May-25
Northern Bahr el Ghazal,Aweil South,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,May-25
Northern Bahr el Ghazal,Aweil South,Protection,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Northern Bahr el Ghazal,Aweil West,Education,Norwegian Refugee Council,NRC,INGO,May-25
Northern Bahr el Ghazal,Aweil West,Education,World Vision International,WVI,INGO,May-25
Northern Bahr el Ghazal,Aweil West,Education,World Vision South Sudan,WVSS,INGO,May-25
Northern Bahr el Ghazal,Aweil West,FSL,Coalition for Humanity South Sudan,CHSS,NNGO,May-25
Northern Bahr el Ghazal,Aweil West,FSL,Peace and Development Partners,PDP,NNGO,May-25
Northern Bahr el Ghazal,Aweil West,FSL,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Northern Bahr el Ghazal,Aweil West,FSL,World Food Programme,WFP,UN,May-25
Northern Bahr el Ghazal,Aweil West,FSL,Welthungerhilfe,WHH,INGO,May-25
Northern Bahr el Ghazal,Aweil West,Health,For Afrika To Thrive,ForAfrika,INGO,May-25
Northern Bahr el Ghazal,Aweil West,Health,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Northern Bahr el Ghazal,Aweil West,Protection,ACT Alliance / Norwegian Church Aid,ACT Alliance/NCA,INGO,May-25
Northern Bahr el Ghazal,Aweil West,Protection,Group 4 Securicor,G4S,INGO,May-25
Northern Bahr el Ghazal,Aweil West,Protection,International Rescue Committee,IRC,INGO,May-25
Northern Bahr el Ghazal,Aweil West,Protection,SafeLane Global,SLG,INGO,May-25
Northern Bahr el Ghazal,Aweil West,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,May-25
Northern Bahr el Ghazal,Aweil West,Protection,United Nations Mine Action Service,UNMAS,UN,May-25
Northern Bahr el Ghazal,Aweil West,Protection,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Northern Bahr el Ghazal,Aweil West,Protection,World Vision International,WVI,INGO,May-25
Northern Bahr el Ghazal,Aweil West,WASH,ACT Alliance / Norwegian Church Aid,ACT Alliance/NCA,INGO,May-25
Northern Bahr el Ghazal,Aweil West,WASH,Compassionate Institute for Street Children,CIS,NNGO,May-25
Northern Bahr el Ghazal,Aweil West,WASH,For Afrika To Thrive,ForAfrika,INGO,May-25
Northern Bahr el Ghazal,Aweil West,WASH,Norwegian Church Aid,NCA,INGO,May-25
Northern Bahr el Ghazal,Aweil West,WASH,Norwegian Refugee Council,NRC,INGO,May-25
Northern Bahr el Ghazal,Aweil West,WASH,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Northern Bahr el Ghazal,Aweil West,WASH,World Vision International,WVI,INGO,May-25
Unity,Abiemnhom,FSL,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Unity,Abiemnhom,Health,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Unity,Abiemnhom,Nutrition,CARE International,CARE,INGO,May-25
Unity,Abiemnhom,Protection,Group 4 Securicor,G4S,INGO,May-25
Unity,Abiemnhom,Protection,Integrated Humanitarian Aid,IHA,NNGO,May-25
Unity,Abiemnhom,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,May-25
Unity,Abiemnhom,Protection,United Nations Children's Fund,UNICEF,UN,May-25
Unity,Abiemnhom,Protection,United Nations Mine Action Service,UNMAS,UN,May-25
Unity,Abiemnhom,Protection,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Unity,Guit,CCCM,Danish Refugee Council,DRC,INGO,May-25
Unity,Guit,Education,ACT Alliance / Finn Church Aid,ACT Alliance/FCA,INGO,May-25
Unity,Guit,Health,Concern Worldwide,Concern worldwide,INGO,May-25
Unity,Guit,Nutrition,Concern Worldwide,Concern worldwide,INGO,May-25
Unity,Guit,Protection,Danish Refugee Council,DRC,INGO,May-25
Unity,Guit,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,May-25
Unity,Guit,WASH,Concern Worldwide,Concern worldwide,INGO,May-25
Unity,Koch,Education,Universal Intervention and Development Organization,UNIDOR,NNGO,May-25
Unity,Koch,FSL,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Unity,Koch,Health,Coalition for Humanity South Sudan,CHSS,NNGO,May-25
Unity,Koch,Health,International Rescue Committee,IRC,INGO,May-25
Unity,Koch,Logistics,World Food Programme,WFP,UN,May-25
Unity,Koch,Protection,International Rescue Committee,IRC,INGO,May-25
Unity,Koch,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,May-25
Unity,Koch,Protection,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Unity,Leer,Education,Norwegian Refugee Council,NRC,INGO,May-25
Unity,Leer,FSL,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Unity,Leer,Health,Coalition for Humanity South Sudan,CHSS,NNGO,May-25
Unity,Leer,Health,MEDAIR,MEDAIR,INGO,May-25
Unity,Leer,Logistics,World Food Programme,WFP,UN,May-25
Unity,Leer,Nutrition,MEDAIR,MEDAIR,INGO,May-25
Unity,Leer,Protection,Coalition for Humanity South Sudan,CHSS,NNGO,May-25
Unity,Leer,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,May-25
Unity,Leer,Protection,United Nations Children's Fund,UNICEF,UN,May-25
Unity,Leer,Protection,Universal Intervention and Development Organization,UNIDOR,NNGO,May-25
Unity,Leer,Protection,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Unity,Leer,WASH,Coalition for Humanity South Sudan,CHSS,NNGO,May-25
Unity,Leer,WASH,MEDAIR,MEDAIR,INGO,May-25
Unity,Mayendit,Education,Universal Intervention and Development Organization,UNIDOR,NNGO,May-25
Unity,Mayendit,FSL,Africa Development Aid,ADA,NNGO,May-25
Unity,Mayendit,FSL,Samaritan's Purse,SP,INGO,May-25
Unity,Mayendit,FSL,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Unity,Mayendit,FSL,World Food Programme,WFP,UN,May-25
Unity,Mayendit,Health,Coalition for Humanity South Sudan,CHSS,NNGO,May-25
Unity,Mayendit,Nutrition,United Nations Children's Fund,UNICEF,UN,May-25
Unity,Mayendit,Nutrition,Universal Intervention and Development Organization,UNIDOR,NNGO,May-25
Unity,Mayendit,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,May-25
Unity,Mayendit,Protection,United Nations Children's Fund,UNICEF,UN,May-25
Unity,Mayendit,Protection,Universal Intervention and Development Organization,UNIDOR,NNGO,May-25
Unity,Mayendit,Protection,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Unity,Mayendit,WASH,Coalition for Humanity South Sudan,CHSS,NNGO,May-25
Unity,Mayendit,WASH,Samaritan's Purse,SP,INGO,May-25
Unity,Mayendit,WASH,TEARFUND,TEARFUND,INGO,May-25
Unity,Mayom,Education,Norwegian Refugee Council,NRC,INGO,May-25
Unity,Mayom,FSL,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Unity,Mayom,Health,Samaritan's Purse,SP,INGO,May-25
Unity,Mayom,Logistics,World Food Programme,WFP,UN,May-25
Unity,Mayom,Nutrition,CARE International,CARE,INGO,May-25
Unity,Mayom,Protection,Group 4 Securicor,G4S,INGO,May-25
Unity,Mayom,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,May-25
Unity,Mayom,Protection,United Nations Mine Action Service,UNMAS,UN,May-25
Unity,Mayom,Protection,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Unity,Mayom,WASH,International Organization for Migration,IOM,UN,May-25
Unity,Mayom,WASH,Samaritan's Purse,SP,INGO,May-25
Unity,Panyijiar,Education,Light for the World,Light for the World,INGO,May-25
Unity,Panyijiar,Education,Universal Intervention and Development Organization,UNIDOR,NNGO,May-25
Unity,Panyijiar,FSL,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Unity,Panyijiar,FSL,World Food Programme,WFP,UN,May-25
Unity,Panyijiar,FSL,Welthungerhilfe,WHH,INGO,May-25
Unity,Panyijiar,Health,Alliance For Action Aid,AFAA,NNGO,May-25
Unity,Panyijiar,Health,International Rescue Committee,IRC,INGO,May-25
Unity,Panyijiar,Health,Nile Relief and Development Organization,NRDO,NNGO,May-25
Unity,Panyijiar,Health,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Unity,Panyijiar,Logistics,World Food Programme,WFP,UN,May-25
Unity,Panyijiar,Nutrition,International Medical Corps,IMC,INGO,May-25
Unity,Panyijiar,Nutrition,International Rescue Committee,IRC,INGO,May-25
Unity,Panyijiar,Protection,Coalition for Humanity South Sudan,CHSS,NNGO,May-25
Unity,Panyijiar,Protection,International Medical Corps,IMC,INGO,May-25
Unity,Panyijiar,Protection,International Rescue Committee,IRC,INGO,May-25
Unity,Panyijiar,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,May-25
Unity,Panyijiar,Protection,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Unity,Panyijiar,SNFI,Coalition For Humanity,CH,NNGO,May-25
Unity,Panyijiar,SNFI,Coalition for Humanity South Sudan,CHSS,NNGO,May-25
Unity,Pariang,FSL,Action Africa Help International,AAHI,INGO,May-25
Unity,Pariang,FSL,Samaritan's Purse,SP,INGO,May-25
Unity,Pariang,FSL,World Food Programme,WFP,UN,May-25
Unity,Pariang,Health,Coalition for Humanity South Sudan,CHSS,NNGO,May-25
Unity,Pariang,Logistics,World Food Programme,WFP,UN,May-25
Unity,Pariang,Nutrition,CARE International,CARE,INGO,May-25
Unity,Pariang,Protection,Integrated Humanitarian Aid,IHA,NNGO,May-25
Unity,Pariang,Protection,International Rescue Committee,IRC,INGO,May-25
Unity,Pariang,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,May-25
Unity,Pariang,Protection,United Nations Children's Fund,UNICEF,UN,May-25
Unity,Rubkona,CCCM,Danish Refugee Council,DRC,INGO,May-25
Unity,Rubkona,Education,Alternative Poverty Eradication Bureau for Africa,APEBA,NNGO,May-25
Unity,Rubkona,Education,Compassionate Institute for Street Children,CIS,NNGO,May-25
Unity,Rubkona,FSL,Alternative Poverty Eradication Bureau for Africa,APEBA,NNGO,May-25
Unity,Rubkona,FSL,Children Aid South Sudan,CASS,NNGO,May-25
Unity,Rubkona,FSL,Coalition for Humanity South Sudan,CHSS,NNGO,May-25
Unity,Rubkona,FSL,Compassionate Institute for Street Children,CIS,NNGO,May-25
Unity,Rubkona,FSL,Crisis Resilience Initiative,CRI,NNGO,May-25
Unity,Rubkona,FSL,Child Relief and Support Fund,CRSF,NNGO,May-25
Unity,Rubkona,FSL,International Rescue Committee,IRC,INGO,May-25
Unity,Rubkona,FSL,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Unity,Rubkona,FSL,World Food Programme,WFP,UN,May-25
Unity,Rubkona,FSL,Welthungerhilfe,WHH,INGO,May-25
Unity,Rubkona,Health,Coalition for Humanity South Sudan,CHSS,NNGO,May-25
Unity,Rubkona,Health,Child Relief and Support Fund,CRSF,NNGO,May-25
Unity,Rubkona,Health,GOAL,GOAL,INGO,May-25
Unity,Rubkona,Health,International Organization for Migration,IOM,UN,May-25
Unity,Rubkona,Health,International Rescue Committee,IRC,INGO,May-25
Unity,Rubkona,Health,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Unity,Rubkona,Health,World Relief,WR,INGO,May-25
Unity,Rubkona,Logistics,World Food Programme,WFP,UN,May-25
Unity,Rubkona,Nutrition,World Relief,WR,INGO,May-25
Unity,Rubkona,Protection,Coalition for Humanity South Sudan,CHSS,NNGO,May-25
Unity,Rubkona,Protection,Crisis Resilience Initiative,CRI,NNGO,May-25
Unity,Rubkona,Protection,Group 4 Securicor,G4S,INGO,May-25
Unity,Rubkona,Protection,Greater Upper Nile Organization,GUNO,NNGO,May-25
Unity,Rubkona,Protection,International Organization for Migration,IOM,UN,May-25
Unity,Rubkona,Protection,International Rescue Committee,IRC,INGO,May-25
Unity,Rubkona,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,May-25
Unity,Rubkona,Protection,United Nations Children's Fund,UNICEF,UN,May-25
Unity,Rubkona,Protection,United Nations Mine Action Service,UNMAS,UN,May-25
Unity,Rubkona,Protection,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Unity,Rubkona,SNFI,International Organization for Migration,IOM,UN,May-25
Unity,Rubkona,WASH,Coalition For Humanity,CH,NNGO,May-25
Unity,Rubkona,WASH,Coalition for Humanity South Sudan,CHSS,NNGO,May-25
Unity,Rubkona,WASH,Concern Worldwide,Concern worldwide,INGO,May-25
Unity,Rubkona,WASH,International Organization for Migration,IOM,UN,May-25
Unity,Rubkona,WASH,Medecins Sans Frontiers- Holland,MSF-OCA,INGO,May-25
Unity,Rubkona,WASH,TEARFUND,TEARFUND,INGO,May-25
Unity,Rubkona,WASH,Women Agency for Resilience and Transformation,WART,NNGO,May-25
Upper Nile,Baliet,Education,Finn Church Aid,FCA,INGO,May-25
Upper Nile,Baliet,Education,World Vision International,WVI,INGO,May-25
Upper Nile,Baliet,FSL,Coalition for Humanity South Sudan,CHSS,NNGO,May-25
Upper Nile,Baliet,FSL,Plan International,Plan,INGO,May-25
Upper Nile,Baliet,FSL,Relief International,RI,INGO,May-25
Upper Nile,Baliet,FSL,World Food Programme,WFP,UN,May-25
Upper Nile,Baliet,Health,African Relief and Development Foundation,ARDF,NNGO,May-25
Upper Nile,Baliet,Nutrition,Health Link South Sudan,HLSS,NNGO,May-25
Upper Nile,Baliet,Protection,Humanitarian and Development Consortium,HDC,NNGO,May-25
Upper Nile,Baliet,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,May-25
Upper Nile,Fashoda,CCCM,Danish Refugee Council,DRC,INGO,May-25
Upper Nile,Fashoda,FSL,CAFOD and Trocaire in Partnership,CAFOD and Trocaire,INGO,May-25
Upper Nile,Fashoda,FSL,Solidarités International,SI,INGO,May-25
Upper Nile,Fashoda,Logistics,World Food Programme,WFP,UN,May-25
Upper Nile,Fashoda,Nutrition,International Medical Corps,IMC,INGO,May-25
Upper Nile,Fashoda,Protection,Danish Refugee Council,DRC,INGO,May-25
Upper Nile,Fashoda,Protection,Humanitarian and Development Consortium,HDC,NNGO,May-25
Upper Nile,Fashoda,Protection,Nile Initiative Development Organization,NIDO,NNGO,May-25
Upper Nile,Fashoda,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,May-25
Upper Nile,Fashoda,Protection,United Nations Children's Fund,UNICEF,UN,May-25
Upper Nile,Fashoda,WASH,Solidarités International,SI,INGO,May-25
Upper Nile,Longochuk,Logistics,World Food Programme,WFP,UN,May-25
Upper Nile,Longochuk,Nutrition,Relief International,RI,INGO,May-25
Upper Nile,Longochuk,Nutrition,United Nations Children's Fund,UNICEF,UN,May-25
Upper Nile,Longochuk,Protection,Adventist Development and Relief Agency,ADRA,INGO,May-25
Upper Nile,Longochuk,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,May-25
Upper Nile,Luakpiny/Nasir,Education,Africa Development Aid,ADA,NNGO,May-25
Upper Nile,Luakpiny/Nasir,FSL,Save a Life International,SALI,NNGO,May-25
Upper Nile,Luakpiny/Nasir,Health,Touch Africa Development Organization,TADO,NNGO,May-25
Upper Nile,Luakpiny/Nasir,Nutrition,Nile Hope,Nile Hope,NNGO,May-25
Upper Nile,Luakpiny/Nasir,Protection,Agency for Child Relief Aid,ACRA,NNGO,May-25
Upper Nile,Luakpiny/Nasir,Protection,Africa Development Aid,ADA,NNGO,May-25
Upper Nile,Luakpiny/Nasir,Protection,Adventist Development and Relief Agency,ADRA,INGO,May-25
Upper Nile,Luakpiny/Nasir,Protection,United Nations High Commissioner for Refugees,UNHCR,UN,May-25
Upper Nile,Luakpiny/Nasir,WASH,Narrative Hub,NH,NNGO,May-25
Upper Nile,Maban,Education,ACT Alliance / Lutheran World Federation,ACT Alliance/LWF,INGO,May-25
Upper Nile,Maban,FSL,Relief International,RI,INGO,May-25
Upper Nile,Maban,FSL,Samaritan's Purse,SP,INGO,May-25
Upper Nile,Maban,FSL,World Food Programme,WFP,UN,May-25
Upper Nile,Maban,Logistics,World Food Programme,WFP,UN,May-25
Upper Nile,Maban,Protection,Community in Need Aid,CINA,NNGO,May-25
Upper Nile,Maban,Protection,Danish Refugee Council,DRC,INGO,May-25
