location_code,has_hrp,in_gho,provider_admin1_name,provider_admin2_name,admin1_code,admin1_name,admin2_code,admin2_name,admin_level,org_acronym,org_name,org_type_description,sector_code,sector_name,reference_period_start,reference_period_end
SDN,TRUE,TRUE,South Darfur,Gereida,SD03,South Darfur,SD03153,Gereida,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Gereida,SD03,South Darfur,SD03153,Gereida,2,UNHCR,UN Refugee Agency,United Nations,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Gereida,SD03,South Darfur,SD03153,Gereida,2,WAA,We Are Alight,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Gereida,SD03,South Darfur,SD03153,Gereida,2,WAA,We Are Alight,International NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Gereida,SD03,South Darfur,SD03153,Gereida,2,WHO,World Health Organization,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Gereida,SD03,South Darfur,SD03153,Gereida,2,WVI,World Vision International,International NGO,CCM,Camp Coordination / Management,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Gereida,SD03,South Darfur,SD03153,Gereida,2,WVI,World Vision International,International NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Gereida,SD03,South Darfur,SD03153,Gereida,2,WVI,World Vision International,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Kas,SD03,South Darfur,SD03144,Kas,2,CARE,CARE International in Sudan,International NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Kas,SD03,South Darfur,SD03144,Kas,2,CARE,CARE International in Sudan,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Kas,SD03,South Darfur,SD03144,Kas,2,CARE,CARE International in Sudan,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Kas,SD03,South Darfur,SD03144,Kas,2,SORR,Sudanese Organisation for Relief and Recovery,National NGO,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Kas,SD03,South Darfur,SD03144,Kas,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Kas,SD03,South Darfur,SD03144,Kas,2,UNHCR,UN Refugee Agency,United Nations,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Kas,SD03,South Darfur,SD03144,Kas,2,WFP,World Food Programme,United Nations,LOG,Logistics,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Kas,SD03,South Darfur,SD03144,Kas,2,WHO,World Health Organization,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Kas,SD03,South Darfur,SD03144,Kas,2,WVI,World Vision International,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Kas,SD03,South Darfur,SD03144,Kas,2,WVI,World Vision International,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Kateila,SD03,South Darfur,SD03159,Kateila,2,WVI,World Vision International,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Kubum,SD03,South Darfur,SD03157,Kubum,2,ALIGHT,American Refugee Committee,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Kubum,SD03,South Darfur,SD03157,Kubum,2,ALIGHT,American Refugee Committee,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Kubum,SD03,South Darfur,SD03157,Kubum,2,NIDO,National Initiative Development Organization,National NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Kubum,SD03,South Darfur,SD03157,Kubum,2,NIDO,National Initiative Development Organization,National NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Kubum,SD03,South Darfur,SD03157,Kubum,2,WVI,World Vision International,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Mershing,SD03,South Darfur,SD03145,Mershing,2,CARE,CARE International in Sudan,International NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Mershing,SD03,South Darfur,SD03145,Mershing,2,Naha,Naha,National NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Mershing,SD03,South Darfur,SD03145,Mershing,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Mershing,SD03,South Darfur,SD03145,Mershing,2,WVI,World Vision International,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Mershing,SD03,South Darfur,SD03145,Mershing,2,WVI,World Vision International,International NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Mershing,SD03,South Darfur,SD03145,Mershing,2,WVI,World Vision International,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Mershing,SD03,South Darfur,SD03145,Mershing,2,ZOA,ZOA International,International NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nitega,SD03,South Darfur,SD03151,Nitega,2,NIDO,National Initiative Development Organization,National NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nitega,SD03,South Darfur,SD03151,Nitega,2,NIDO,National Initiative Development Organization,National NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nitega,SD03,South Darfur,SD03151,Nitega,2,WVI,World Vision International,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Janoub,SD03,South Darfur,SD03167,Nyala Janoub,2,ALIGHT,American Refugee Committee,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Janoub,SD03,South Darfur,SD03167,Nyala Janoub,2,ALIGHT,American Refugee Committee,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Janoub,SD03,South Darfur,SD03167,Nyala Janoub,2,ALIGHT,American Refugee Committee,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Janoub,SD03,South Darfur,SD03167,Nyala Janoub,2,CARE,CARE International in Sudan,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Janoub,SD03,South Darfur,SD03167,Nyala Janoub,2,CARE,CARE International in Sudan,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Janoub,SD03,South Darfur,SD03167,Nyala Janoub,2,HFDO,Hope and Friendship for Development Organization,National NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Janoub,SD03,South Darfur,SD03167,Nyala Janoub,2,IOM,International Organization for Migration,United Nations,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Janoub,SD03,South Darfur,SD03167,Nyala Janoub,2,NIDO,National Initiative Development Organization,National NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Janoub,SD03,South Darfur,SD03167,Nyala Janoub,2,NRC,Norwegian Refugee Council,International NGO,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Janoub,SD03,South Darfur,SD03167,Nyala Janoub,2,TADO,Tabasheer for Aid and Development Organization,National NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Janoub,SD03,South Darfur,SD03167,Nyala Janoub,2,UNICEF,United Nations Children's Fund,United Nations,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Janoub,SD03,South Darfur,SD03167,Nyala Janoub,2,UNICEF,United Nations Children's Fund,United Nations,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Janoub,SD03,South Darfur,SD03167,Nyala Janoub,2,WES,Water Environmental Sanitation,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Janoub,SD03,South Darfur,SD03167,Nyala Janoub,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Janoub,SD03,South Darfur,SD03167,Nyala Janoub,2,WFP,World Food Programme,United Nations,LOG,Logistics,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Janoub,SD03,South Darfur,SD03167,Nyala Janoub,2,WHO,World Health Organization,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Janoub,SD03,South Darfur,SD03167,Nyala Janoub,2,WPD,Women for Peace and Development,National NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Janoub,SD03,South Darfur,SD03167,Nyala Janoub,2,WPDO,Women for Peace and Development Organization,National NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Janoub,SD03,South Darfur,SD03167,Nyala Janoub,2,WPDO,Women for Peace and Development Organization,National NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Janoub,SD03,South Darfur,SD03167,Nyala Janoub,2,WVI,World Vision International,International NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Janoub,SD03,South Darfur,SD03167,Nyala Janoub,2,WVI,World Vision International,International NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Janoub,SD03,South Darfur,SD03167,Nyala Janoub,2,WVI,World Vision International,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Janoub,SD03,South Darfur,SD03167,Nyala Janoub,2,WVI,World Vision International,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,ALIGHT,American Refugee Committee,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,ALIGHT,American Refugee Committee,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,ALIGHT,American Refugee Committee,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,CARE,CARE International in Sudan,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,EMERGENCY NGO,EMERGENCY NGO,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,HFDO,Hope and Friendship for Development Organization,National NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,IAS,International Aid Services,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,IHH,Humanitarian Relief Foundation,International NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,IMC,International Medical Corps,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,LMI,LM International,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,MC,MERCY CORPS EUROPE,International NGO,Cash,Cash programming,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,RHF,Rufaida Health Foundation,National NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,SFPA,Sudan Family Planning Association,National NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,SORR,Sudanese Organisation for Relief and Recovery,National NGO,Cash,Cash programming,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,SORR,Sudanese Organisation for Relief and Recovery,National NGO,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,TADO,Tabasheer for Aid and Development Organization,National NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,UNHCR,UN Refugee Agency,United Nations,Cash,Cash programming,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,UNHCR,UN Refugee Agency,United Nations,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,UNHCR,UN Refugee Agency,United Nations,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,UNICEF,United Nations Children's Fund,United Nations,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,WAA,We Are Alight,International NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,WAA,We Are Alight,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,WHO,World Health Organization,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,WPDO,Women for Peace and Development Organization,National NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,WVI,World Vision International,International NGO,CCM,Camp Coordination / Management,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,WVI,World Vision International,International NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,WVI,World Vision International,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,WVI,World Vision International,International NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,WVI,World Vision International,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,WVI,World Vision International,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Nyala Shimal,SD03,South Darfur,SD03164,Nyala Shimal,2,ZOA,ZOA International,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Rehaid Albirdi,SD03,South Darfur,SD03158,Rehaid Albirdi,2,RHF,Rufaida Health Foundation,National NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Rehaid Albirdi,SD03,South Darfur,SD03158,Rehaid Albirdi,2,UNICEF,United Nations Children's Fund,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Rehaid Albirdi,SD03,South Darfur,SD03158,Rehaid Albirdi,2,WHO,World Health Organization,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Rehaid Albirdi,SD03,South Darfur,SD03158,Rehaid Albirdi,2,WVI,World Vision International,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Sharg Aj Jabal,SD03,South Darfur,SD03147,Sharg Aj Jabal,2,ALIGHT,American Refugee Committee,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Sharg Aj Jabal,SD03,South Darfur,SD03147,Sharg Aj Jabal,2,ALIGHT,American Refugee Committee,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Sharg Aj Jabal,SD03,South Darfur,SD03147,Sharg Aj Jabal,2,CARE,CARE International in Sudan,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Sharg Aj Jabal,SD03,South Darfur,SD03147,Sharg Aj Jabal,2,CARE,CARE International in Sudan,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Sharg Aj Jabal,SD03,South Darfur,SD03147,Sharg Aj Jabal,2,MC,MERCY CORPS EUROPE,International NGO,Cash,Cash programming,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Sharg Aj Jabal,SD03,South Darfur,SD03147,Sharg Aj Jabal,2,NIDO,National Initiative Development Organization,National NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Sharg Aj Jabal,SD03,South Darfur,SD03147,Sharg Aj Jabal,2,NIDO,National Initiative Development Organization,National NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Sharg Aj Jabal,SD03,South Darfur,SD03147,Sharg Aj Jabal,2,WVI,World Vision International,International NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Sharg Aj Jabal,SD03,South Darfur,SD03147,Sharg Aj Jabal,2,WVI,World Vision International,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Shattaya,SD03,South Darfur,SD03154,Shattaya,2,NIDO,National Initiative Development Organization,National NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Shattaya,SD03,South Darfur,SD03154,Shattaya,2,NIDO,National Initiative Development Organization,National NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Shattaya,SD03,South Darfur,SD03154,Shattaya,2,SRCS,Sudanese Red Crescent Society,Red Cross / Red Crescent,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Shattaya,SD03,South Darfur,SD03154,Shattaya,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Um Dafoug,SD03,South Darfur,SD03146,Um Dafoug,2,RHF,Rufaida Health Foundation,National NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Um Dafoug,SD03,South Darfur,SD03146,Um Dafoug,2,UNICEF,United Nations Children's Fund,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Darfur,Um Dafoug,SD03,South Darfur,SD03146,Um Dafoug,2,WVI,World Vision International,International NGO,PRO,Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abassiya,SD07,South Kordofan,SD07090,Abassiya,2,CARE,CARE International in Sudan,International NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abassiya,SD07,South Kordofan,SD07090,Abassiya,2,CARE,CARE International in Sudan,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abassiya,SD07,South Kordofan,SD07090,Abassiya,2,LM/IAS,LM International (formerly known as International Aid Services),International NGO,EDU,Education,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abassiya,SD07,South Kordofan,SD07090,Abassiya,2,SCI,Save the Children International,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abassiya,SD07,South Kordofan,SD07090,Abassiya,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abassiya,SD07,South Kordofan,SD07090,Abassiya,2,WVI,World Vision International,International NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abu Jubayhah,SD07,South Kordofan,SD07088,Abu Jubayhah,2,AORD,Alsalam Organization for Rehabilitation and Development,National NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abu Jubayhah,SD07,South Kordofan,SD07088,Abu Jubayhah,2,CARE,CARE International in Sudan,International NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abu Jubayhah,SD07,South Kordofan,SD07088,Abu Jubayhah,2,CARE,CARE International in Sudan,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abu Jubayhah,SD07,South Kordofan,SD07088,Abu Jubayhah,2,GOAL,Goal Global,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abu Jubayhah,SD07,South Kordofan,SD07088,Abu Jubayhah,2,SCI,Save the Children International,International NGO,Cash,Cash programming,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abu Jubayhah,SD07,South Kordofan,SD07088,Abu Jubayhah,2,SCI,Save the Children International,International NGO,PRO-CPN,Child Protection,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abu Jubayhah,SD07,South Kordofan,SD07088,Abu Jubayhah,2,SCI,Save the Children International,International NGO,SHL,Emergency Shelter and NFI,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abu Jubayhah,SD07,South Kordofan,SD07088,Abu Jubayhah,2,SCI,Save the Children International,International NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abu Jubayhah,SD07,South Kordofan,SD07088,Abu Jubayhah,2,SOS Sahel,SOS Sahel,National NGO,WSH,Water Sanitation Hygiene,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abu Jubayhah,SD07,South Kordofan,SD07088,Abu Jubayhah,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abu Jubayhah,SD07,South Kordofan,SD07088,Abu Jubayhah,2,WHO,World Health Organization,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abu Jubayhah,SD07,South Kordofan,SD07088,Abu Jubayhah,2,WVI,World Vision International,International NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abu Jubayhah,SD07,South Kordofan,SD07088,Abu Jubayhah,2,WVI,World Vision International,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abu Jubayhah,SD07,South Kordofan,SD07088,Abu Jubayhah,2,WVI,World Vision International,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abu Kershola,SD07,South Kordofan,SD07104,Abu Kershola,2,GOAL,Goal Global,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abu Kershola,SD07,South Kordofan,SD07104,Abu Kershola,2,GOAL,Goal Global,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abu Kershola,SD07,South Kordofan,SD07104,Abu Kershola,2,WHO,World Health Organization,United Nations,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abu Kershola,SD07,South Kordofan,SD07104,Abu Kershola,2,WVI,World Vision International,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Abu Kershola,SD07,South Kordofan,SD07104,Abu Kershola,2,WVI,World Vision International,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Al Buram,SD07,South Kordofan,SD07099,Al Buram,2,SCI,Save the Children International,International NGO,EDU,Education,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Al Leri,SD07,South Kordofan,SD07105,Al Leri,2,AMVO,Almanar Voluntary Organization,National NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Al Leri,SD07,South Kordofan,SD07105,Al Leri,2,WFP,World Food Programme,United Nations,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Al Leri,SD07,South Kordofan,SD07105,Al Leri,2,WVI,World Vision International,International NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Al Quoz,SD07,South Kordofan,SD07094,Al Quoz,2,WVI,World Vision International,International NGO,HEA,Health,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Al Quoz,SD07,South Kordofan,SD07094,Al Quoz,2,WVI,World Vision International,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Ar Rashad,SD07,South Kordofan,SD07093,Ar Rashad,2,CARE,CARE International in Sudan,International NGO,PRO-GBV,Gender Based Violence,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Ar Rashad,SD07,South Kordofan,SD07093,Ar Rashad,2,GOAL,Goal Global,International NGO,FSC,Food Security,2025-01-01,2025-04-30
SDN,TRUE,TRUE,South Kordofan,Ar Rashad,SD07,South Kordofan,SD07093,Ar Rashad,2,GOAL,Goal Global,International NGO,NUT,Nutrition,2025-01-01,2025-04-30
